Id,Smiles,NCS1/Ric8 score,NCS1/D2R score
DB00497,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,-1.4900443832571963,-1.907839315170082
DB00498,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,-0.822022087340265,-1.5371895378480704
DB00499,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,-0.6136617738689447,-1.045036211492694
DB00500,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,-0.8739208051288108,-1.450024469279574
DB00501,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,-1.2315690099505892,-2.0819963274010957
DB00502,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,-1.0721193057900844,-1.3130563425272908
DB00503,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,-1.6782203055075438,-2.700755652881703
DB00504,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2,-1.7642475592494948,-3.044523810133957
DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,-0.8572490093986533,-1.2800315242821554
DB00508,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,-1.5676445327695463,-2.214217697412149
DB00509,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,-1.02028779017798,-1.5836528221501167
